life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_category
54.7,0.9,10.6,1083.0,0.3958,Low
60.9,7.4,10.6,8773.0,0.6127,Medium
51.0,2.6,10.8,323.0,0.3193,Low
57.3,5.8,11.2,4457.0,0.5496,Low
66.2,8.7,9.7,8043.0,0.6401,Medium
77.4,11.0,19.8,26378.0,0.8802,Very High
67.8,8.5,12.7,14994.0,0.7083,High
74.0,9.5,15.8,8543.0,0.7499,High
63.2,9.6,8.0,5330.0,0.6007,Medium
69.1,8.1,11.5,2318.0,0.5957,Medium
59.6,6.1,10.3,4276.0,0.5538,Medium
54.5,5.4,5.2,998.0,0.3909,Low
62.5,7.3,11.0,4022.0,0.5855,Medium
61.0,6.3,12.0,1571.0,0.523,Low
66.8,7.8,12.7,16278.0,0.6979,Medium
81.3,10.4,15.6,67752.0,0.898,Very High
72.8,9.6,12.6,35300.0,0.7842,High
78.0,9.7,16.7,35874.0,0.8548,Very High
73.5,8.7,15.3,12197.0,0.7528,High
56.9,7.8,12.4,2968.0,0.5598,Medium
57.9,7.2,12.4,2110.0,0.5384,Low
49.2,2.8,8.6,3301.0,0.4282,Low
73.8,8.8,13.5,7811.0,0.7137,High
63.1,6.6,14.8,4358.0,0.6212,Medium
77.4,10.5,15.1,40413.0,0.8506,Very High
67.5,6.2,15.8,3297.0,0.6295,Medium
51.4,2.4,9.1,1082.0,0.3866,Low
73.7,8.7,15.0,25526.0,0.7873,High
45.3,0.2,6.9,836.0,0.2912,Low
65.9,9.7,14.1,20663.0,0.7415,High
59.9,4.7,7.9,2576.0,0.4844,Low
76.2,9.0,15.6,10357.0,0.7628,High
57.4,3.3,7.2,1561.0,0.4204,Low
58.1,3.0,9.8,3192.0,0.4847,Low
61.3,4.6,13.2,13502.0,0.625,Medium
52.5,3.6,7.6,648.0,0.3606,Low
67.5,5.2,13.9,5100.0,0.6239,Medium
62.5,6.2,10.7,1371.0,0.5072,Low
57.7,5.3,10.7,1410.0,0.479,Low
73.2,9.9,15.7,32720.0,0.8191,Very High
77.9,11.1,16.2,59898.0,0.8907,Very High
58.2,5.6,11.9,1191.0,0.4842,Low
53.8,4.2,8.7,790.0,0.3957,Low
60.7,5.4,6.7,1233.0,0.4433,Low
62.5,9.0,12.0,4249.0,0.6163,Medium
57.9,6.8,8.8,1972.0,0.4977,Low
61.3,8.4,11.7,3673.0,0.5931,Medium
73.1,9.7,16.3,33967.0,0.8233,Very High
74.5,9.1,10.4,3441.0,0.6428,Medium
66.6,7.0,9.0,3169.0,0.5653,Medium
55.4,3.9,7.8,3898.0,0.4711,Low
63.9,5.9,12.0,10637.0,0.6316,Medium
68.2,9.3,16.8,41546.0,0.8071,Very High
51.5,3.1,6.6,2140.0,0.4006,Low
52.0,2.4,7.6,1122.0,0.375,Low
55.6,4.8,8.7,1778.0,0.4575,Low
66.9,7.7,11.4,25642.0,0.7021,High
60.9,5.5,10.4,2160.0,0.5167,Low
77.5,11.3,16.6,53063.0,0.8888,Very High
63.7,6.1,10.1,1221.0,0.4979,Low
66.6,9.4,14.2,13518.0,0.7219,High
61.9,4.9,10.4,4446.0,0.5512,Medium
71.3,7.4,11.8,11598.0,0.6884,Medium
62.9,6.8,11.5,6047.0,0.6058,Medium
47.2,5.9,8.4,1440.0,0.417,Low
60.5,6.1,11.3,2548.0,0.5409,Low
67.4,8.9,15.2,6040.0,0.6876,Medium
53.6,4.4,10.1,3161.0,0.4861,Low
55.0,2.3,5.4,334.0,0.2811,Low
64.4,8.2,12.3,8717.0,0.6577,Medium
88.0,14.5,17.4,102903.0,0.9883,Very High
69.8,6.1,15.1,20930.0,0.7273,High
55.7,5.3,9.1,1161.0,0.4432,Low
72.4,10.3,14.5,5610.0,0.7157,High
75.0,11.2,17.2,31636.0,0.8552,Very High
72.3,7.5,14.7,7695.0,0.7036,High
71.4,7.4,12.6,7536.0,0.6748,Medium
50.9,4.1,8.4,410.0,0.3346,Low
61.3,5.6,9.9,4678.0,0.5546,Medium
73.1,9.2,14.2,22126.0,0.7764,High
67.6,7.0,15.7,3121.0,0.634,Medium
83.3,11.3,15.0,31681.0,0.8754,Very High
56.5,3.2,11.0,1542.0,0.4568,Low
67.7,6.4,12.7,7539.0,0.6471,Medium
58.1,4.7,8.6,3221.0,0.4956,Low
84.7,10.7,16.9,7318.0,0.8103,Very High
58.5,7.1,11.9,2661.0,0.5505,Medium
43.2,0.4,8.6,565.0,0.2872,Low
71.9,6.0,10.7,5959.0,0.6256,Medium
65.8,7.1,12.5,5837.0,0.6318,Medium
83.6,10.1,20.2,88489.0,0.9571,Very High
75.8,9.4,15.1,4741.0,0.7153,High
51.4,0.2,7.5,679.0,0.3112,Low
82.0,10.9,17.8,18602.0,0.8649,Very High
59.7,6.6,9.7,2434.0,0.5243,Low
54.2,4.7,5.4,1080.0,0.3869,Low
62.2,6.1,12.9,27626.0,0.6765,Medium
74.9,9.8,18.2,28571.0,0.8437,Very High
55.9,5.3,11.6,12067.0,0.5851,Medium
59.9,3.7,8.6,3386.0,0.4912,Low
59.5,4.7,10.5,2197.0,0.5035,Low
75.7,11.1,17.0,21931.0,0.8384,Very High
57.4,6.1,9.3,4077.0,0.5299,Low
78.1,9.8,16.5,27619.0,0.8408,Very High
76.1,9.9,13.7,16141.0,0.7782,High
78.4,12.0,14.9,49712.0,0.882,Very High
58.0,7.4,9.5,1143.0,0.4786,Low
56.9,7.9,13.2,3152.0,0.5707,Medium
75.5,8.7,13.6,54750.0,0.8156,Very High
49.5,2.6,6.8,1107.0,0.3558,Low
46.4,2.0,8.6,300.0,0.2741,Low
54.0,4.2,11.6,1898.0,0.4758,Low
72.6,8.1,13.2,8114.0,0.6991,Medium
79.9,12.5,18.2,37735.0,0.9134,Very High
66.5,9.0,11.6,38882.0,0.7372,High
82.5,12.3,17.6,100104.0,0.952,Very High
63.8,6.2,12.0,17596.0,0.6577,Medium
75.2,10.3,17.3,14506.0,0.8074,Very High
59.5,7.1,7.9,1987.0,0.5009,Low
77.4,9.3,13.4,20830.0,0.7857,High
78.6,9.5,16.8,21486.0,0.8304,Very High
64.0,4.3,10.4,3644.0,0.5414,Low
58.8,5.8,10.6,7316.0,0.5736,Medium
69.7,7.2,12.3,6705.0,0.6564,Medium
52.8,2.5,5.4,1554.0,0.3666,Low
64.0,7.4,10.3,3016.0,0.5704,Medium
74.8,9.4,16.9,14455.0,0.7917,High
81.1,13.2,18.6,49122.0,0.9443,Very High
61.3,4.7,10.5,2494.0,0.5168,Low
76.5,12.3,15.9,42706.0,0.8785,Very High
46.6,2.6,7.0,1235.0,0.3527,Low
80.7,11.6,18.1,36943.0,0.9049,Very High
64.1,3.4,11.7,3375.0,0.5412,Low
70.1,7.9,14.6,40118.0,0.776,High
53.1,4.1,8.8,2154.0,0.4473,Low
58.7,5.1,11.8,4709.0,0.5564,Medium
68.2,8.1,13.0,9975.0,0.6876,Medium
67.9,7.5,14.3,13314.0,0.7064,High
64.7,6.3,13.2,18349.0,0.6792,Medium
61.1,8.6,11.9,6928.0,0.6294,Medium
64.9,6.0,10.5,5976.0,0.5939,Medium
54.0,4.8,10.5,1881.0,0.4718,Low
53.9,4.2,7.1,908.0,0.3883,Low
80.3,10.5,21.0,64413.0,0.9454,Very High
68.4,6.0,12.5,3125.0,0.5965,Medium
52.6,3.3,5.8,1095.0,0.3653,Low
73.0,7.8,15.8,13387.0,0.7507,High
70.4,8.7,17.1,8561.0,0.7363,High
75.8,10.9,13.9,26187.0,0.815,Very High
52.9,3.9,7.2,1291.0,0.4005,Low
75.2,7.4,14.1,14785.0,0.7426,High
67.0,8.6,12.6,8634.0,0.6763,Medium
72.3,8.4,12.2,8967.0,0.6959,Medium
82.2,11.7,16.1,62695.0,0.92,Very High
80.1,14.5,17.6,19577.0,0.8952,Very High
49.1,3.5,8.2,861.0,0.3697,Low
69.2,8.1,12.6,26936.0,0.7341,High
56.0,7.7,11.4,2525.0,0.5375,Low
54.3,4.2,9.4,3791.0,0.4876,Low
53.5,3.5,6.9,4343.0,0.4486,Low
50.3,3.0,8.2,558.0,0.3413,Low
63.8,6.1,10.5,3316.0,0.5614,Medium
55.5,5.9,10.2,1085.0,0.4554,Low
80.6,12.1,17.0,11482.0,0.8361,Very High
65.5,9.3,16.7,8767.0,0.7155,High
78.3,13.0,16.3,58044.0,0.9145,Very High
63.3,9.3,12.0,6826.0,0.6497,Medium
53.8,4.5,10.0,570.0,0.3883,Low
72.6,10.0,15.5,9497.0,0.7527,High
69.0,5.8,12.9,11448.0,0.6675,Medium
68.9,8.6,12.5,13408.0,0.7073,High
59.5,7.0,9.7,3664.0,0.55,Low
73.5,8.3,14.4,12172.0,0.7397,High
61.7,3.6,6.3,889.0,0.397,Low
48.7,2.5,8.2,1509.0,0.3831,Low
55.0,2.4,3.3,1503.0,0.3353,Low
60.2,4.1,8.2,1610.0,0.4558,Low
60.2,5.3,9.3,2321.0,0.5032,Low
63.4,6.6,14.1,1697.0,0.5587,Medium
55.4,4.6,11.9,7111.0,0.5533,Medium
80.2,11.9,18.1,122157.0,0.9402,Very High
76.5,10.6,15.4,50300.0,0.8607,Very High
75.6,6.2,14.8,28664.0,0.7679,High
50.5,3.6,11.7,773.0,0.4013,Low
80.6,12.1,18.2,21591.0,0.8823,Very High
57.1,4.9,8.8,4203.0,0.5078,Low
49.9,4.4,5.1,1392.0,0.3746,Low
71.2,9.7,15.8,9672.0,0.7461,High
62.3,4.6,8.7,7067.0,0.5483,Low
62.7,9.1,12.3,6830.0,0.6465,Medium
74.5,10.7,16.4,9499.0,0.7764,High
53.1,2.9,8.1,2222.0,0.4252,Low
80.3,11.5,15.9,12490.0,0.8227,Very High
63.9,6.0,12.3,6713.0,0.6146,Medium
61.2,8.0,11.2,3373.0,0.5793,Medium
72.7,9.9,13.2,19837.0,0.7672,High
55.6,3.6,8.9,1568.0,0.437,Low
64.4,7.7,13.2,6474.0,0.646,Medium
54.1,3.2,7.2,657.0,0.3576,Low
54.1,5.0,7.3,1203.0,0.4178,Low
60.0,6.2,7.7,4009.0,0.5244,Low
68.9,7.1,14.0,6871.0,0.67,Medium
59.5,5.2,13.0,1521.0,0.511,Low
71.8,8.6,15.8,10455.0,0.7399,High
63.3,7.9,12.4,3561.0,0.603,Medium
68.3,8.3,12.7,1590.0,0.5801,Medium
57.0,0.2,4.9,557.0,0.2756,Low
61.6,4.6,11.7,4201.0,0.5574,Medium
58.0,4.8,7.9,3040.0,0.4844,Low
80.6,11.0,16.2,34874.0,0.8759,Very High
68.4,6.0,13.8,7774.0,0.658,Medium
72.1,9.2,15.5,12444.0,0.7548,High
61.3,5.9,12.6,14218.0,0.6378,Medium
74.7,7.7,14.1,6201.0,0.6987,Medium
81.3,12.8,15.9,29758.0,0.8902,Very High
70.2,7.9,13.8,22426.0,0.7424,High
72.4,9.4,16.5,15487.0,0.7802,High
66.1,7.4,12.0,5807.0,0.6321,Medium
71.4,11.9,15.9,31175.0,0.8311,Very High
79.7,10.7,15.7,49415.0,0.88,Very High
85.3,11.5,17.6,55310.0,0.9411,Very High
49.6,2.9,5.2,430.0,0.2886,Low
64.2,8.6,12.8,5812.0,0.6446,Medium
